,name,header,beds,bedrooms,date_range,price,rating
1714,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
1715,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
1716,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
1717,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
1718,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
1719,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
1720,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
1721,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
1722,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
1723,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
1724,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
1725,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
1726,B2-Cozy 2 bedroom apartment,Apartment in Riyadh,B2-Cozy 2 bedroom apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$133,4.81 (16)
1727,Apartment Hotel Groves | Three Bedrooms and Self Entry,Condo in Riyadh,Apartment Hotel Groves | Three Bedrooms and Self Entry,Dedicated workspace,Nov 25 – 30,$173,5.0 (10)
1728,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
1729,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
1730,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
1731,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
1732,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
1733,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
1734,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
1735,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
1736,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
1737,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
1738,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
1739,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
1740,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
1741,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
1742,Comfy apartment for 9 personals,Apartment in Jeddah,Comfy apartment for 9 personals,"8 beds,  · 3 bedrooms",Nov 12 – 17,$136,New
1743,N204 lovely unit with great space,Apartment in Jeddah,N204 lovely unit with great space,"5 beds,  · 4 bedrooms",Nov 20 – 25,$173,4.79 (33)
1744,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
1745,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
